Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560872;EMPTY;560872;2011-08-29 09:21:14;561;8;0;9;0.0333333333333333;45321.23333333333;17;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560872;False;560872;2011-08-29 09:21:17;561;8;0;9;0.05;45321.28333333333;18;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190;560872;True;560872;2011-08-29 09:21:22;561;8;0;9;0.0;45321.36666666667;19;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_195;560872;EMPTY;560872;2011-08-29 09:21:22;561;8;0;9;0.0833333333333333;45321.36666666667;20;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560872;False;560872;2011-08-29 09:21:27;561;8;0;9;0.0833333333333333;45321.45;21;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560872;EMPTY;560872;2011-08-29 09:21:28;561;8;0;9;0.0166666666666666;45321.46666666667;22;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560872;EMPTY;560872;2011-08-29 09:21:30;561;8;0;9;0.0333333333333333;45321.5;23;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15_NGV_010;560872;False;560872;2011-08-29 09:21:34;561;8;0;9;0.0666666666666666;45321.566666666666;24;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_330;560872;False;560872;2011-08-29 09:21:42;561;8;0;9;0.1333333333333333;45321.7;25;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560872;False;560872;2011-08-29 09:21:45;561;8;0;9;0.05;45321.75;26;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560872;EMPTY;560872;2011-08-29 09:21:46;561;8;0;9;0.0;45321.76666666667;27;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560872;EMPTY;560872;2011-08-29 09:21:46;561;8;0;9;0.0166666666666666;45321.76666666667;28;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560872;False;560872;2011-08-29 09:21:50;561;8;0;9;0.0666666666666666;45321.833333333336;29;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560872;False;560872;2011-08-29 09:21:54;561;8;0;9;0.0666666666666666;45321.9;30;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470;560872;False;560872;2011-08-29 09:21:59;561;8;0;9;0.0833333333333333;45321.98333333333;31;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560872;False;560872;2011-08-29 09:22:00;562;8;0;9;0.0;45322.0;32;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560872;EMPTY;560872;2011-08-29 09:22:00;562;8;0;9;0.0166666666666666;45322.0;33;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560872;EMPTY;560872;2011-08-29 09:22:03;562;8;0;9;0.05;45322.05;34;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_495;560872;EMPTY;560872;2011-08-29 09:22:09;562;8;0;9;0.1;45322.15;35;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1;560872;EMPTY;560872;2011-08-29 09:30:23;570;8;0;9;8.233333333333333;45330.38333333333;36;66
560872.0;0.0;3753442;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520;560872;EMPTY;560872;2011-08-29 09:30:32;570;8;0;9;0.15;45330.53333333333;37;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560464;EMPTY;3273854;2011-08-29 09:42:20;582;8;0;9;5779.75;55422.333333333336;10;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;3273854;True;3273854;2011-08-29 09:42:20;582;8;0;9;0.0;55422.333333333336;6;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;3273854;EMPTY;3273854;2011-08-29 09:42:20;582;8;0;9;0.0;55422.333333333336;9;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040;3273854;False;3273854;2011-08-29 09:42:20;582;8;0;9;0.0;55422.333333333336;7;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060;3273854;True;3273854;2011-08-29 09:42:20;582;8;0;9;0.0;55422.333333333336;8;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1;3273854;EMPTY;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;16;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;3273854;EMPTY;3273854;2011-08-29 09:42:21;582;8;0;9;0.0166666666666666;55422.35;19;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;3273854;EMPTY;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;17;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;3273854;False;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;11;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190;3273854;False;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;12;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_010;3273854;42;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;13;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_1;3273854;EMPTY;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;18;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_030;3273854;True;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;14;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_040;3273854;other;3273854;2011-08-29 09:42:21;582;8;0;9;0.0;55422.35;15;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;3273854;EMPTY;3273854;2011-08-29 09:42:22;582;8;0;9;0.0;55422.36666666667;22;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;3273854;EMPTY;3273854;2011-08-29 09:42:22;582;8;0;9;0.0166666666666666;55422.36666666667;23;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;3273854;False;3273854;2011-08-29 09:42:22;582;8;0;9;0.0;55422.36666666667;21;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_170;3273854;False;3273854;2011-08-29 09:42:22;582;8;0;9;0.0;55422.36666666667;20;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190;3273854;True;3273854;2011-08-29 09:42:26;582;8;0;9;0.0666666666666666;55422.43333333333;24;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;3273854;False;3273854;2011-08-29 09:42:27;582;8;0;9;0.0166666666666666;55422.45;25;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190;3273854;True;3273854;2011-08-29 09:42:29;582;8;0;9;0.0333333333333333;55422.48333333333;26;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;3273854;False;3273854;2011-08-29 09:42:31;582;8;0;9;0.0333333333333333;55422.51666666667;27;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190;3273854;True;3273854;2011-08-29 09:42:34;582;8;0;9;0.05;55422.566666666666;28;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;3273854;False;3273854;2011-08-29 09:42:35;582;8;0;9;0.0166666666666666;55422.583333333336;29;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190;3273854;True;3273854;2011-08-29 09:42:37;582;8;0;9;0.0333333333333333;55422.61666666667;30;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110;3273854;EMPTY;3273854;2011-08-29 09:43:02;583;8;0;9;0.4166666666666667;55423.03333333333;31;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120;3273854;EMPTY;3273854;2011-08-29 09:43:04;583;8;0;9;0.0333333333333333;55423.066666666666;32;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;3273854;False;3273854;2011-08-29 09:43:07;583;8;0;9;0.05;55423.11666666667;33;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190;3273854;True;3273854;2011-08-29 09:43:10;583;8;0;9;0.0;55423.16666666666;34;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195;560464;EMPTY;3273854;2011-08-29 09:43:10;583;8;0;9;0.05;55423.16666666666;35;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;3273854;False;3273854;2011-08-29 09:43:12;583;8;0;9;0.0333333333333333;55423.2;36;66
4901428.0;5450.138000000001;3725165;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250;3273854;EMPTY;3273854;2011-08-29 09:44:41;584;8;0;9;1.4833333333333334;55424.68333333333;37;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_015;560872;EMPTY;560872;2011-08-29 10:06:12;606;8;0;10;45366.2;45366.2;2;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_020;560872;True;560872;2011-08-29 10:06:17;606;8;0;10;0.0833333333333333;45366.28333333333;3;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_1;560872;EMPTY;560872;2011-08-29 10:09:38;609;8;0;10;3.35;45369.63333333333;5;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_2;560872;EMPTY;560872;2011-08-29 10:09:38;609;8;0;10;0.0;45369.63333333333;4;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_040;560872;False;560872;2011-08-29 10:09:44;609;8;0;10;0.1;45369.73333333333;6;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_060;560872;True;560872;2011-08-29 10:09:47;609;8;0;10;0.05;45369.78333333333;7;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14_VRIJ_010;560872;False;560872;2011-08-29 10:10:04;610;8;0;10;0.2833333333333333;45370.066666666666;8;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;03_GBH_005;560872;True;560872;2011-08-29 10:10:07;610;8;0;10;0.05;45370.11666666667;9;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010;560872;False;560872;2011-08-29 10:10:20;610;8;0;10;0.2166666666666666;45370.333333333336;10;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050;560872;False;560872;2011-08-29 10:10:26;610;8;0;10;0.1;45370.43333333333;11;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_1;560872;EMPTY;560872;2011-08-29 10:10:29;610;8;0;10;0.05;45370.48333333333;13;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_2;560872;EMPTY;560872;2011-08-29 10:10:29;610;8;0;10;0.0;45370.48333333333;12;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;07_OPS_010;560872;False;560872;2011-08-29 10:10:41;610;8;0;10;0.2;45370.68333333333;14;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560872;False;560872;2011-08-29 10:10:48;610;8;0;10;0.1166666666666666;45370.8;15;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110;560872;EMPTY;560872;2011-08-29 10:11:01;611;8;0;10;0.2166666666666666;45371.01666666667;16;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560872;EMPTY;560872;2011-08-29 10:11:05;611;8;0;10;0.0666666666666666;45371.083333333336;17;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560872;False;560872;2011-08-29 10:11:31;611;8;0;10;0.4333333333333333;45371.51666666667;18;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190;560872;True;560872;2011-08-29 10:11:39;611;8;0;10;0.0;45371.65;19;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_195;560872;EMPTY;560872;2011-08-29 10:11:39;611;8;0;10;0.1333333333333333;45371.65;20;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560872;False;560872;2011-08-29 10:11:42;611;8;0;10;0.05;45371.7;21;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560872;EMPTY;560872;2011-08-29 10:11:43;611;8;0;10;0.0166666666666666;45371.71666666667;22;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15_NGV_010;560872;False;560872;2011-08-29 10:11:46;611;8;0;10;0.05;45371.76666666667;23;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560872;EMPTY;560872;2011-08-29 10:11:49;611;8;0;10;0.05;45371.816666666666;24;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_330;560872;False;560872;2011-08-29 10:12:10;612;8;0;10;0.35;45372.16666666666;25;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560872;False;560872;2011-08-29 10:12:11;612;8;0;10;0.0166666666666666;45372.18333333333;26;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560872;EMPTY;560872;2011-08-29 10:12:21;612;8;0;10;0.1666666666666666;45372.35;28;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560872;EMPTY;560872;2011-08-29 10:12:21;612;8;0;10;0.0;45372.35;27;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560872;False;560872;2011-08-29 10:12:26;612;8;0;10;0.0833333333333333;45372.43333333333;29;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560872;False;560872;2011-08-29 10:12:32;612;8;0;10;0.1;45372.53333333333;30;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470;560872;False;560872;2011-08-29 10:12:34;612;8;0;10;0.0333333333333333;45372.566666666666;31;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560872;False;560872;2011-08-29 10:12:37;612;8;0;10;0.0;45372.61666666667;32;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560872;EMPTY;560872;2011-08-29 10:12:37;612;8;0;10;0.05;45372.61666666667;33;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560872;EMPTY;560872;2011-08-29 10:12:39;612;8;0;10;0.0333333333333333;45372.65;34;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_495;560872;EMPTY;560872;2011-08-29 10:12:48;612;8;0;10;0.15;45372.8;35;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1;560872;EMPTY;560872;2011-08-29 10:15:59;615;8;0;10;3.183333333333333;45375.98333333333;36;66
560872.0;0.0;3754714;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520;560872;EMPTY;560872;2011-08-29 10:16:07;616;8;0;10;0.1333333333333333;45376.11666666667;37;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;08_AWB45_030;3273854;True;3273854;2011-08-29 10:48:14;648;8;0;10;7968.233333333334;55488.23333333333;24;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;08_AWB45_170;3273854;False;3273854;2011-08-29 10:48:19;648;8;0;10;0.0833333333333333;55488.316666666666;25;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_110;3273854;EMPTY;3273854;2011-08-29 10:48:21;648;8;0;10;0.0333333333333333;55488.35;26;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_120;3273854;EMPTY;3273854;2011-08-29 10:48:22;648;8;0;10;0.0166666666666666;55488.36666666667;27;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_180;3273854;False;3273854;2011-08-29 10:48:24;648;8;0;10;0.0333333333333333;55488.4;28;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190;3273854;True;3273854;2011-08-29 10:48:26;648;8;0;10;0.0;55488.43333333333;29;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_195;4901428;EMPTY;3273854;2011-08-29 10:48:26;648;8;0;10;0.0333333333333333;55488.43333333333;30;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_200;3273854;False;3273854;2011-08-29 10:48:27;648;8;0;10;0.0166666666666666;55488.45;31;66
4901428.0;1742.5822;3707973;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_250;3273854;EMPTY;3273854;2011-08-29 10:48:30;648;8;0;10;0.05;55488.5;32;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_015;560462;EMPTY;560872;2011-08-29 14:15:50;855;8;0;14;8175.833333333333;8175.833333333333;2;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;05_EIND_010;560462;False;560872;2011-08-29 14:15:56;855;8;0;14;0.1;8175.933333333333;3;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_020;560462;True;560872;2011-08-29 14:16:00;856;8;0;14;0.0666666666666666;8176.0;4;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14_VRIJ_010;560462;False;560872;2011-08-29 14:16:05;856;8;0;14;0.0833333333333333;8176.083333333333;5;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;03_GBH_005;560462;True;560872;2011-08-29 14:16:08;856;8;0;14;0.05;8176.133333333333;6;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_030_1;560462;EMPTY;560872;2011-08-29 14:20:49;860;8;0;14;4.683333333333334;8180.816666666667;7;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_040;560462;False;560872;2011-08-29 14:20:57;860;8;0;14;0.1333333333333333;8180.95;8;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_060;560462;True;560872;2011-08-29 14:21:06;861;8;0;14;0.15;8181.1;9;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_050;560462;False;560872;2011-08-29 14:21:16;861;8;0;14;0.1666666666666666;8181.266666666666;10;66
560462.0;0.0;3790242;regular;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;01_HOOFD_065_1;560462;EMPTY;560872;2011-08-29 14:21:22;861;8;0;14;0.1;8181.366666666667;11;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_015;560872;EMPTY;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;14;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_020;560872;True;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;4;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_1;560872;EMPTY;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;13;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_040;560872;False;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;8;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050;560872;False;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;9;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_060;560872;True;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;10;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_1;560872;EMPTY;560872;2011-08-29 14:39:43;879;8;0;14;11079.716666666667;45639.71666666667;15;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;03_GBH_005;560872;True;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;6;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010;560872;False;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;7;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010;560872;False;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;12;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;07_OPS_010;560872;False;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;11;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;14_VRIJ_010;560872;False;560872;2011-08-29 14:39:43;879;8;0;14;0.0;45639.71666666667;5;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110;560872;EMPTY;560872;2011-08-29 14:40:00;880;8;0;14;0.2833333333333333;45640.0;16;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120;560872;EMPTY;560872;2011-08-29 14:40:01;880;8;0;14;0.0166666666666666;45640.01666666667;17;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560872;False;560872;2011-08-29 14:40:03;880;8;0;14;0.0333333333333333;45640.05;18;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190;560872;True;560872;2011-08-29 14:40:07;880;8;0;14;0.0;45640.11666666667;19;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_195;560872;EMPTY;560872;2011-08-29 14:40:07;880;8;0;14;0.0666666666666666;45640.11666666667;20;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560872;False;560872;2011-08-29 14:40:12;880;8;0;14;0.0833333333333333;45640.2;21;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250;560872;EMPTY;560872;2011-08-29 14:40:14;880;8;0;14;0.0333333333333333;45640.23333333333;22;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15_NGV_010;560872;False;560872;2011-08-29 14:40:17;880;8;0;14;0.05;45640.28333333333;23;66
560872.0;0.0;3754056;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260;560872;EMPTY;560872;2011-08-29 14:40:21;880;8;0;14;0.0666666666666666;45640.35;24;66
